name,txp_5g,txp_4g1,txp_4g2,ret_5g,ret_4g1,ret_4g2,cio_5g,cio_4g1,cio_4g2,ttt_ms,hys_db
gnn_0872,43,37,40,9,9,9,6,1,0,256,4.5
gnn_0873,40,37,37,9,7,5,8,1,1,512,3.0
gnn_0874,33,30,30,5,7,3,8,2,-1,512,1.0
gnn_0875,33,43,43,5,9,12,7,0,0,720,3.0
gnn_0876,43,40,33,5,7,7,8,-1,1,720,1.5
gnn_0877,33,40,43,5,3,7,9,0,-2,512,4.5
gnn_0878,43,37,30,12,9,7,9,-2,1,340,1.5
gnn_0879,33,37,43,3,5,5,6,2,2,512,2.0
gnn_0880,37,43,37,12,3,12,8,1,-2,128,4.0
gnn_0881,37,43,30,5,9,5,9,-2,-1,720,5.0
gnn_0882,37,43,37,7,7,12,7,2,0,340,1.0
gnn_0883,37,43,37,3,9,9,5,-1,0,256,3.5
gnn_0884,40,33,37,5,7,7,5,0,2,512,1.5
gnn_0885,40,33,30,9,7,7,7,2,-2,340,4.5
gnn_0886,37,37,37,3,7,3,7,1,-1,340,4.0
gnn_0887,30,30,40,9,12,5,6,-2,2,720,0.5
gnn_0888,37,33,30,7,12,5,8,2,1,340,1.5
gnn_0889,30,40,40,9,3,5,8,-2,-1,128,3.0
gnn_0890,43,43,40,9,3,7,6,0,-1,720,2.0
gnn_0891,30,30,43,12,5,7,9,-1,0,340,3.5
gnn_0892,33,37,33,5,7,9,5,1,-2,512,2.0
gnn_0893,37,30,40,12,9,3,8,1,2,512,1.0
gnn_0894,30,33,40,5,5,7,5,-1,-1,720,3.0
gnn_0895,40,40,40,7,5,3,6,2,1,256,5.0
gnn_0896,40,33,33,12,7,3,7,0,2,256,5.0
gnn_0897,33,33,40,5,5,3,7,0,2,512,0.5
gnn_0898,30,40,40,5,3,3,5,-1,1,256,4.0
gnn_0899,30,30,30,9,7,3,9,-1,0,340,2.5
gnn_0900,30,30,43,12,9,7,5,-2,2,340,2.0
gnn_0901,43,43,30,12,7,9,8,-2,-1,340,2.5
gnn_0902,40,30,30,12,9,9,5,2,-1,340,2.5
gnn_0903,33,30,37,3,7,9,6,0,-2,720,1.5
gnn_0904,30,37,40,3,12,9,8,2,2,340,1.5
gnn_0905,33,43,30,9,7,7,9,-2,2,340,0.5
gnn_0906,30,37,40,12,12,9,6,-1,2,512,2.5
gnn_0907,40,40,40,9,9,9,5,2,1,340,2.5
gnn_0908,30,37,40,5,3,7,5,2,1,512,3.5
gnn_0909,30,30,30,5,9,7,5,-1,1,340,2.5
gnn_0910,43,33,37,7,12,3,7,0,1,128,0.5
gnn_0911,33,33,37,5,12,12,5,-1,-1,512,1.0
gnn_0912,40,43,43,5,3,3,6,-1,0,340,5.0
gnn_0913,37,30,43,3,3,9,5,-1,1,256,1.5
gnn_0914,37,30,40,5,12,9,6,1,-1,512,0.5
gnn_0915,37,33,40,7,3,3,5,2,0,128,4.5
gnn_0916,40,40,30,12,12,5,8,2,0,720,4.5
gnn_0917,43,30,33,9,12,12,6,-1,0,128,4.5
gnn_0918,43,37,30,9,7,3,6,2,-1,128,3.5
gnn_0919,40,43,33,9,5,7,9,-1,-1,720,1.5
gnn_0920,37,30,37,9,9,5,6,-2,-1,340,1.0
gnn_0921,40,30,30,7,12,5,7,1,2,256,2.0
gnn_0922,37,33,40,5,3,3,5,-2,-1,128,4.5
gnn_0923,43,30,30,12,3,3,9,2,2,720,3.0
gnn_0924,40,37,43,9,12,5,7,-1,-1,128,0.5
gnn_0925,43,43,37,7,5,7,9,-1,2,256,2.0
gnn_0926,33,33,30,12,12,9,7,2,0,256,1.0
gnn_0927,37,40,37,5,3,12,8,-2,-2,128,1.0
gnn_0928,33,33,40,12,7,9,9,2,1,340,0.5
gnn_0929,37,37,40,5,3,9,5,2,-1,340,4.5
gnn_0930,30,43,33,7,9,12,9,2,0,128,0.5
gnn_0931,33,37,30,7,3,7,6,0,1,512,4.0
gnn_0932,33,30,37,5,12,3,8,2,0,256,4.0
gnn_0933,33,40,30,7,7,7,7,1,-1,340,0.5
gnn_0934,30,43,37,9,7,3,5,0,-2,340,2.0
gnn_0935,30,40,37,9,9,5,9,-2,-1,256,3.5
gnn_0936,37,43,33,3,5,12,9,-1,-1,340,4.0
gnn_0937,43,30,40,12,12,3,9,-2,1,720,1.5
gnn_0938,43,30,40,9,7,3,7,1,-1,340,3.0
gnn_0939,43,37,40,12,7,7,7,1,2,340,2.5
gnn_0940,33,40,40,12,12,7,9,0,1,128,0.5
gnn_0941,33,37,33,7,7,3,6,2,0,512,4.5
gnn_0942,37,33,30,12,3,7,9,1,-2,340,0.5
gnn_0943,33,43,37,9,7,9,7,-2,0,128,1.5
gnn_0944,33,30,40,5,7,12,9,2,0,512,0.5
gnn_0945,33,43,33,12,9,5,7,1,-2,340,2.5
gnn_0946,40,40,37,12,5,5,5,1,0,256,5.0
gnn_0947,30,30,30,5,7,12,9,-1,-1,512,0.5
gnn_0948,40,30,43,5,12,7,7,2,1,256,4.0
gnn_0949,37,33,37,5,7,12,8,1,0,128,2.5
gnn_0950,43,33,30,12,9,12,6,-1,1,256,3.5
gnn_0951,37,33,30,3,9,12,5,2,2,340,2.5
gnn_0952,30,40,30,9,12,5,6,1,1,512,2.5
gnn_0953,30,33,30,7,12,3,6,0,0,128,2.5
gnn_0954,30,30,43,9,3,7,6,1,0,340,3.0
gnn_0955,30,33,37,9,5,3,7,0,0,340,2.5
gnn_0956,40,33,30,7,3,7,9,-2,-1,512,1.5
gnn_0957,30,37,33,12,12,12,6,-1,2,340,0.5
gnn_0958,40,30,43,12,7,12,5,-1,-2,128,3.5
gnn_0959,33,37,43,5,9,3,6,2,-2,128,2.0
gnn_0960,33,43,40,7,7,5,9,-1,2,128,4.0
gnn_0961,33,43,33,7,7,9,7,1,1,256,5.0
gnn_0962,43,30,33,7,5,12,6,1,1,256,3.5
gnn_0963,33,37,33,9,12,3,7,1,0,128,0.5
gnn_0964,37,37,37,5,12,9,6,2,-2,720,1.5
gnn_0965,43,43,33,3,9,7,6,-1,0,512,3.0
gnn_0966,37,40,33,7,7,12,6,-2,-2,720,3.5
gnn_0967,33,43,30,9,7,7,8,0,2,340,1.5
gnn_0968,43,30,30,3,3,9,6,0,-1,720,4.5
gnn_0969,37,33,33,7,5,3,6,-2,1,340,1.5
gnn_0970,30,40,43,7,9,9,7,1,-2,128,1.5
gnn_0971,30,43,37,5,3,9,8,0,1,340,0.5
gnn_0972,37,33,40,7,12,5,7,1,-2,340,2.5
gnn_0973,33,33,30,12,3,9,6,2,1,720,4.0
gnn_0974,43,43,30,5,9,7,9,2,0,512,0.5
gnn_0975,30,40,37,12,12,3,9,1,0,128,5.0
gnn_0976,30,40,37,7,7,5,5,-2,2,340,3.5
gnn_0977,30,33,30,9,12,3,5,1,2,128,4.0
gnn_0978,40,30,33,3,9,7,9,-1,1,128,3.5
gnn_0979,33,33,33,9,12,5,9,-1,-1,128,1.0
gnn_0980,30,37,37,12,12,12,5,-1,-2,256,2.0
gnn_0981,37,43,30,9,9,12,6,1,0,512,1.5
gnn_0982,40,30,37,3,12,5,5,2,1,512,0.5
gnn_0983,43,40,43,3,12,9,8,2,2,512,4.5
gnn_0984,40,43,37,5,7,9,6,-1,2,256,2.5
gnn_0985,30,43,33,9,12,7,6,2,2,128,2.0
gnn_0986,30,33,33,9,3,5,7,0,0,720,2.5
gnn_0987,33,33,40,9,3,7,5,-2,2,128,1.0
gnn_0988,43,43,37,5,12,3,8,-1,0,128,4.0
gnn_0989,40,30,33,12,9,3,8,1,-2,340,5.0
gnn_0990,43,37,30,3,9,9,9,2,0,720,3.0
gnn_0991,40,33,43,5,12,5,7,-1,2,128,4.0
gnn_0992,33,33,33,12,7,12,6,2,-2,256,3.0
gnn_0993,30,30,43,3,12,3,8,1,1,256,1.0
gnn_0994,33,40,30,3,5,12,5,1,2,128,4.0
gnn_0995,40,37,43,3,9,12,8,2,-2,256,2.0
gnn_0996,33,43,30,9,9,5,7,-1,-2,128,4.5
gnn_0997,33,40,30,3,5,3,9,0,0,340,3.5
gnn_0998,37,30,37,3,5,3,6,-1,0,720,2.0
gnn_0999,43,43,33,7,9,7,8,0,-2,512,4.0
